(-30.32895640330517, 117.13733138281071)
(-42.02393559422327, 113.46800798979673)
(-53.28769233847376, 108.63434928805972)
(-64.00464524956246, 102.68595515686486)
(-74.06482388826721, 95.68386416946153)
(-83.36499720815807, 87.6999272547235)
(-91.80973284582774, 78.81607040938884)
(-99.31237638608043, 69.12345402646987)
(-105.79594055349443, 58.721537466260806)
(-111.1938952060479, 47.71705846871155)
(-115.45085002440592, 36.22293787977627)
(-118.52312289155185, 24.357120930727827)
(-120.37918813041931, 12.241366960479306)
(-121.0, 1.4818226269682975e-14)
(-120.37918813041931, -12.241366960479278)
(-118.52312289155184, -24.357120930727906)
(-115.45085002440591, -36.222937879776346)
(-111.19389520604791, -47.71705846871153)
(-105.79594055349445, -58.72153746626078)
(-99.31237638608042, -69.12345402646989)
(-91.80973284582768, -78.8160704093889)
(-83.36499720815806, -87.69992725472353)
(-74.06482388826718, -95.68386416946154)
(-64.00464524956249, -102.68595515686485)
(-53.28769233847374, -108.63434928805974)
(-42.023935594223296, -113.46800798979672)
(-30.328956403305178, -117.13733138281071)
(-18.322761078053716, -119.60466724370148)
(-6.128549429484233, -120.84469736769738)
(6.128549429484295, -120.84469736769738)
(18.322761078053883, -119.60466724370147)
(30.32895640330513, -117.13733138281073)
(42.02393559422325, -113.46800798979673)
(53.287692338473704, -108.63434928805977)
(64.00464524956244, -102.68595515686486)
(74.06482388826724, -95.6838641694615)
(83.36499720815807, -87.69992725472352)
(91.80973284582772, -78.81607040938886)
(99.31237638608049, -69.12345402646979)
(105.79594055349445, -58.72153746626077)
(111.19389520604794, -47.71705846871147)
(115.4508500244059, -36.22293787977638)
(118.52312289155184, -24.357120930727895)
(120.37918813041931, -12.241366960479267)
(134.0, 0.0)
(133.39323762479333, 12.737509802760476)
(131.5784454332027, 25.359666744294966)
(128.57205846434266, 37.752162616751576)
(124.40130302415373, 49.80276905848389)
(119.10395011975974, 61.402353911472986)
(112.72797339937829, 72.44586953905008)
(105.33111469553353, 82.83330415356109)
(96.9803611060794, 92.470587538603)
(87.7513383486682, 101.27044296347061)
(77.72762588254056, 109.15317757474497)
(67.00000000000001, 116.04740410711477)
(55.665611742252786, 121.89068737750546)
(43.82710708453452, 126.63010970776557)
(31.591697358263257, 130.2227501553546)
(19.070188328620237, 132.63607321204498)
(6.375976720381482, 133.84822345052308)
(-6.375976720381437, 133.84822345052308)
(-19.07018832862019, 132.636073212045)
(-31.59169735826321, 130.2227501553546)
(-43.827107084534475, 126.63010970776558)
(-55.66561174225274, 121.89068737750549)
(-66.99999999999997, 116.04740410711479)
(-77.72762588254054, 109.15317757474499)
(-87.75133834866818, 101.27044296347061)
(-96.98036110607936, 92.47058753860304)
(-105.3311146955335, 82.83330415356113)
(-112.72797339937827, 72.44586953905011)
(-119.10395011975973, 61.40235391147301)
(-124.4013030241537, 49.802769058483946)
(-128.57205846434263, 37.752162616751626)
(-131.5784454332027, 25.359666744295005)
(-133.39323762479333, 12.737509802760506)
(-134.0, 1.6410267108574532e-14)
(-133.39323762479336, -12.737509802760412)
(-131.5784454332027, -25.359666744294977)
(-128.57205846434266, -37.75216261675154)
(-124.40130302415373, -49.80276905848387)
(-119.10395011975977, -61.40235391147293)
(-112.72797339937829, -72.44586953905008)
(-105.33111469553356, -82.83330415356106)
(-96.98036110607943, -92.47058753860298)
(-87.75133834866827, -101.27044296347054)
(-77.72762588254056, -109.15317757474497)
(-67.00000000000006, -116.04740410711476)
(-55.66561174225277, -121.89068737750547)
(-43.82710708453453, -126.63010970776556)
(-31.591697358263332, -130.22275015535456)
(-19.07018832862022, -132.63607321204498)
(-6.375976720381528, -133.84822345052308)
(6.37597672038136, -133.84822345052308)
(19.070188328620173, -132.636073212045)
(31.591697358263165, -130.22275015535462)
(43.827107084534376, -126.63010970776561)
(55.66561174225273, -121.89068737750549)
(67.00000000000001, -116.04740410711477)
(77.72762588254052, -109.153177574745)
(87.75133834866813, -101.27044296347067)
(96.9803611060793, -92.4705875386031)
(105.33111469553349, -82.83330415356116)
(112.72797339937823, -72.44586953905016)
(119.10395011975967, -61.40235391147313)
(124.40130302415369, -49.80276905848396)
(128.57205846434266, -37.75216261675159)
(131.5784454332027, -25.359666744295026)
(133.39323762479333, -12.73750980276058)
(147.0, 0.0)
(146.40822121730014, 13.176978408804725)
(144.63764952399856, 26.247863535399592)
(141.70254052229043, 39.10741629830125)
(137.62652598404136, 51.652099139957386)
(132.44242358165562, 63.780909650281046)
(126.19197265947432, 75.39619377866822)
(118.92549817311728, 86.40443208699355)
(110.7015055025308, 96.71699271313777)
(101.5862094010691, 106.25084498262657)
(91.65300087323384, 114.92922792280038)
(80.98185627345906, 122.6822682970315)
(69.65869338353079, 129.4475431829405)
(57.77467965312678, 135.17058256506323)
(45.425498173117276, 139.80530789538756)
(32.71057729157819, 143.31440309072806)
(19.732290075195333, 145.6696149798864)
(6.595130061525703, 146.85198078157325)
(-6.595130061525717, 146.85198078157325)
(-19.732290075195376, 145.6696149798864)
(-32.710577291578204, 143.31440309072806)
(-45.42549817311729, 139.80530789538756)
(-57.774679653126796, 135.17058256506323)
(-69.65869338353079, 129.44754318294048)
(-80.98185627345912, 122.68226829703146)
(-91.65300087323386, 114.92922792280035)
(-101.58620940106908, 106.25084498262656)
(-110.7015055025308, 96.71699271313777)
(-118.92549817311726, 86.40443208699357)
(-126.19197265947435, 75.39619377866815)
(-132.44242358165562, 63.780909650281)
(-137.6265259840414, 51.652099139957336)
(-141.70254052229043, 39.107416298301196)
(-144.63764952399856, 26.247863535399603)
(-146.40822121730014, 13.176978408804743)
(-147.0, 1.8002307947466092e-14)
(-146.40822121730014, -13.176978408804771)
(-144.63764952399853, -26.24786353539963)
(-141.70254052229043, -39.10741629830128)
(-137.62652598404136, -51.65209913995742)
(-132.44242358165562, -63.780909650281025)
(-126.19197265947433, -75.39619377866819)
(-118.92549817311725, -86.40443208699358)
(-110.70150550253078, -96.71699271313778)
(-101.58620940106907, -106.25084498262659)
(-91.65300087323385, -114.92922792280037)
(-80.98185627345909, -122.68226829703147)
(-69.65869338353082, -129.44754318294048)
(-57.774679653126675, -135.17058256506328)
(-45.42549817311717, -139.8053078953876)
(-32.71057729157811, -143.3144030907281)
(-19.732290075195383, -145.6696149798864)
(-6.595130061525721, -146.85198078157325)
(6.595130061525797, -146.85198078157325)
(19.73229007519533, -145.6696149798864)
(32.71057729157832, -143.31440309072806)
(45.42549817311724, -139.80530789538759)
(57.77467965312687, -135.1705825650632)
(69.65869338353089, -129.44754318294045)
(80.98185627345904, -122.6822682970315)
(91.6530008732339, -114.92922792280032)
(101.58620940106908, -106.25084498262657)
(110.70150550253088, -96.71699271313769)
(118.92549817311726, -86.40443208699358)
(126.19197265947436, -75.39619377866812)
(132.44242358165565, -63.780909650280954)
(137.62652598404136, -51.65209913995741)
(141.70254052229046, -39.107416298301146)
(144.63764952399856, -26.24786353539962)
(146.40822121730014, -13.17697840880463)
(160.0, 0.0)
(159.42359816680425, 13.56894791608147)
(157.69854565563335, 27.04013125149585)
(154.83727150935982, 40.31648982162003)
(150.86039127377347, 53.30236715872921)
(145.7965584621017, 65.90419971903881)
(139.6822581057901, 78.03119101018153)
(132.56154387901475, 89.59596578201526)
(124.48572069095033, 100.51519956730276)
(115.51297503272393, 110.71021903640738)
(105.70795574241303, 120.10756884043589)
(95.14130820868586, 128.63954085871052)
(83.88916536915707, 136.24466203732982)
(72.03259917082772, 142.86813730393095)
(59.65703644484938, 148.46224436744149)
(46.851643404248065, 152.98667755828015)
(33.708683199316226, 156.40883823162977)
(20.322851159500583, 158.70406964142032)
(6.790592511383754, 159.85583459274903)
(-6.790592511383734, 159.85583459274903)
(-20.322851159500566, 158.70406964142032)
(-33.708683199316205, 156.4088382316298)
(-46.85164340424809, 152.98667755828012)
(-59.65703644484936, 148.46224436744149)
(-72.03259917082774, 142.86813730393095)
(-83.8891653691571, 136.2446620373298)
(-95.14130820868587, 128.6395408587105)
(-105.70795574241305, 120.10756884043587)
(-115.51297503272392, 110.7102190364074)
(-124.48572069095034, 100.51519956730274)
(-132.56154387901472, 89.59596578201527)
(-139.6822581057901, 78.03119101018152)
(-145.7965584621017, 65.90419971903886)
(-150.86039127377347, 53.30236715872921)
(-154.83727150935982, 40.31648982162)
(-157.69854565563335, 27.04013125149586)
(-159.42359816680425, 13.56894791608152)
(-160.0, 1.9594348786357652e-14)
(-159.42359816680425, -13.568947916081482)
(-157.69854565563335, -27.040131251495893)
(-154.83727150935982, -40.31648982161996)
(-150.86039127377347, -53.302367158729176)
(-145.7965584621017, -65.90419971903881)
(-139.6822581057901, -78.03119101018154)
(-132.56154387901472, -89.5959657820153)
(-124.48572069095033, -100.51519956730277)
(-115.51297503272394, -110.71021903640738)
(-105.70795574241303, -120.10756884043589)
(-95.14130820868584, -128.63954085871052)
(-83.88916536915701, -136.24466203732985)
(-72.03259917082764, -142.868137303931)
(-59.657036444849396, -148.46224436744149)
(-46.85164340424805, -152.98667755828015)
(-33.70868319931618, -156.4088382316298)
(-20.322851159500534, -158.70406964142032)
(-6.790592511383773, -159.85583459274903)
(6.790592511383715, -159.85583459274903)
(20.322851159500615, -158.7040696414203)
(33.708683199316255, -156.40883823162977)
(46.851643404247994, -152.98667755828018)
(59.65703644484934, -148.4622443674415)
(72.03259917082772, -142.86813730393095)
(83.88916536915708, -136.2446620373298)
(95.1413082086859, -128.63954085871046)
(105.70795574241299, -120.10756884043593)
(115.51297503272389, -110.71021903640741)
(124.48572069095033, -100.51519956730276)
(132.56154387901466, -89.59596578201536)
(139.68225810579014, -78.03119101018147)
(145.7965584621017, -65.90419971903887)
(150.86039127377344, -53.302367158729226)
(154.83727150935982, -40.316489821620024)
(157.69854565563332, -27.04013125149595)
(159.42359816680425, -13.568947916081397)
(173.0, 0.0)
(172.43901430721834, 13.920716387993576)
(170.75969543635892, 27.751151588392517)
(167.972934414707, 41.401609921747486)
(164.09680445685618, 54.78356292765474)
(159.1564437529766, 67.81022350579298)
(153.1838924380053, 80.39710876357195)
(146.2178847990765, 92.46258792010958)
(138.3035980688057, 103.92841171317033)
(129.4923594336005, 114.72021987565755)
(119.84131315716071, 124.7680233904799)
(109.41304997800027, 134.00665839618424)
(98.27520118448997, 142.37620879960255)
(86.50000000000001, 149.82239485470788)
(74.16381312272838, 156.29692518759612)
(61.346645458358694, 161.75780998457674)
(48.13162125754633, 166.1696333122274)
(34.60444502325573, 169.5037828033123)
(20.85284568417092, 171.73863521896334)
(6.966007638928875, 172.85969668368153)
(-6.966007638928778, 172.85969668368156)
(-20.85284568417086, 171.73863521896334)
(-34.60444502325567, 169.5037828033123)
(-48.131621257546264, 166.1696333122274)
(-61.34664545835864, 161.75780998457677)
(-74.16381312272833, 156.29692518759617)
(-86.49999999999996, 149.8223948547079)
(-98.27520118448993, 142.37620879960258)
(-109.41304997800025, 134.00665839618424)
(-119.8413131571607, 124.76802339047993)
(-129.49235943360046, 114.7202198756576)
(-138.30359806880566, 103.92841171317039)
(-146.21788479907647, 92.46258792010961)
(-153.1838924380053, 80.39710876357198)
(-159.15644375297654, 67.81022350579306)
(-164.09680445685615, 54.78356292765481)
(-167.97293441470697, 41.40160992174755)
(-170.75969543635892, 27.75115158839257)
(-172.43901430721832, 13.92071638799369)
(-173.0, 9.801382292931005e-14)
(-172.43901430721834, -13.920716387993492)
(-170.75969543635892, -27.751151588392528)
(-167.97293441470703, -41.401609921747436)
(-164.09680445685618, -54.7835629276547)
(-159.1564437529766, -67.81022350579296)
(-153.1838924380053, -80.39710876357194)
(-146.21788479907653, -92.46258792010951)
(-138.30359806880574, -103.9284117131703)
(-129.4923594336005, -114.72021987565753)
(-119.84131315716073, -124.76802339047988)
(-109.41304997800034, -134.00665839618418)
(-98.27520118448997, -142.37620879960255)
(-86.50000000000007, -149.82239485470785)
(-74.16381312272851, -156.29692518759606)
(-61.34664545835871, -161.75780998457674)
(-48.13162125754642, -166.16963331222738)
(-34.60444502325571, -169.5037828033123)
(-20.85284568417098, -171.73863521896334)
(-6.9660076389288195, -172.85969668368153)
(6.966007638928603, -172.85969668368156)
(20.852845684170763, -171.73863521896337)
(34.6044450232555, -169.50378280331233)
(48.13162125754621, -166.16963331222743)
(61.34664545835851, -161.75780998457682)
(74.1638131227283, -156.29692518759617)
(86.50000000000001, -149.82239485470788)
(98.27520118448992, -142.37620879960258)
(109.41304997800029, -134.0066583961842)
(119.84131315716056, -124.76802339048004)
(129.49235943360043, -114.72021987565762)
(138.3035980688056, -103.92841171317048)
(146.21788479907647, -92.46258792010964)
(153.18389243800524, -80.39710876357206)
(159.15644375297657, -67.81022350579302)
(164.09680445685615, -54.783562927654835)
(167.97293441470697, -41.40160992174765)
(170.7596954363589, -27.75115158839274)
(172.43901430721832, -13.920716387993709)
(186.0, 0.0)
(185.45423902017572, 14.238161027588191)
(183.82015882314482, 28.392766864710655)
(181.1073488412669, 42.38075265598359)
(177.33172892221708, 56.12003133870578)
(172.5154559049896, 69.529975362383)
(166.68679359475635, 82.5318898432545)
(159.8799468996194, 95.04947437716254)
(152.13486110260948, 107.00927080066344)
(143.49698744688138, 118.34109427274014)
(134.0170164097464, 128.97844514735695)
(123.75058023079514, 138.85889921982505)
(112.75792643979466, 147.92447405685732)
(101.1035643002271, 156.1219692605427)
(88.85588624328088, 163.40327866943528)
(76.08676651386921, 169.72567266463832)
(62.8711393839815, 175.05204892419846)
(49.28655940857907, 179.35115015428423)
(35.412746304628286, 182.597747519415)
(21.331117124102455, 184.77278869529957)
(7.124308466346561, 185.86350967545067)
(-7.12430846634658, 185.86350967545067)
(-21.331117124102516, 184.77278869529957)
(-35.41274630462834, 182.597747519415)
(-49.28655940857909, 179.35115015428423)
(-62.87113938398152, 175.05204892419843)
(-76.08676651386925, 169.7256726646383)
(-88.85588624328093, 163.40327866943528)
(-101.10356430022718, 156.12196926054264)
(-112.75792643979469, 147.92447405685732)
(-123.75058023079518, 138.85889921982502)
(-134.01701640974642, 128.9784451473569)
(-143.4969874468814, 118.34109427274012)
(-152.13486110260948, 107.00927080066346)
(-159.87994689961943, 95.04947437716253)
(-166.6867935947564, 82.53188984325439)
(-172.51545590498964, 69.52997536238293)
(-177.33172892221708, 56.12003133870576)
(-181.1073488412669, 42.38075265598354)
(-183.82015882314485, 28.39276686471058)
(-185.45423902017572, 14.238161027588163)
(-186.0, 2.277843046414077e-14)
(-185.45423902017572, -14.238161027588198)
(-183.8201588231448, -28.39276686471078)
(-181.10734884126688, -42.38075265598366)
(-177.33172892221708, -56.120031338705786)
(-172.51545590498958, -69.52997536238304)
(-166.6867935947563, -82.53188984325459)
(-159.8799468996194, -95.04947437716257)
(-152.1348611026095, -107.00927080066342)
(-143.49698744688138, -118.34109427274014)
(-134.01701640974628, -128.97844514735704)
(-123.7505802307951, -138.8588992198251)
(-112.75792643979466, -147.92447405685732)
(-101.10356430022709, -156.12196926054273)
(-88.85588624328082, -163.40327866943534)
(-76.08676651386911, -169.72567266463835)
(-62.87113938398152, -175.05204892419843)
(-49.28655940857905, -179.35115015428423)
(-35.412746304628264, -182.59774751941504)
(-21.3311171241024, -184.77278869529957)
(-7.1243084663466245, -185.86350967545067)
(7.124308466346721, -185.86350967545067)
(21.331117124102658, -184.77278869529954)
(35.412746304628364, -182.597747519415)
(49.286559408579144, -179.3511501542842)
(62.87113938398146, -175.05204892419846)
(76.08676651386935, -169.72567266463827)
(88.8558862432809, -163.40327866943528)
(101.10356430022718, -156.12196926054267)
(112.75792643979487, -147.92447405685718)
(123.75058023079524, -138.858899219825)
(134.01701640974647, -128.97844514735687)
(143.4969874468814, -118.34109427274012)
(152.1348611026095, -107.0092708006634)
(159.87994689961945, -95.04947437716248)
(166.68679359475638, -82.53188984325442)
(172.5154559049896, -69.52997536238304)
(177.3317289222171, -56.12003133870562)
(181.10734884126694, -42.3807526559834)
(183.82015882314482, -28.392766864710598)
(185.45423902017575, -14.238161027588102)
(199.0, 0.0)
(198.46912444904677, 14.526067617520598)
(196.87933024694695, 28.97463237926597)
(194.2390996336295, 43.26860494072984)
(190.56251938177277, 57.33172077368228)
(185.86920563777707, 71.08894707042543)
(180.18419926113617, 84.4668830762872)
(173.5378322206177, 97.39415171440601)
(165.9655657600857, 109.80178041331872)
(157.50780119742157, 121.623569105472)
(148.2096643660126, 132.79644343322565)
(138.12076484890613, 143.26079127784118)
(127.29493129021937, 152.9607808159279)
(115.7899241960326, 161.8446584063775)
(103.66712775709811, 169.86502471843193)
(90.99122233762304, 176.97908762762128)
(77.82983937754103, 183.14889053026272)
(64.25320054951777, 188.34151485836426)
(50.333743095944456, 192.52925571442765)
(36.14573334490782, 195.68976968906378)
(21.764870467196985, 197.80619407274924)
(7.267882588474111, 198.86723682567765)
(-7.267882588474131, 198.86723682567765)
(-21.764870467197007, 197.80619407274924)
(-36.14573334490788, 195.68976968906375)
(-50.33374309594448, 192.52925571442762)
(-64.25320054951783, 188.34151485836426)
(-77.82983937754106, 183.14889053026272)
(-90.99122233762306, 176.97908762762128)
(-103.66712775709819, 169.86502471843193)
(-115.78992419603264, 161.84465840637748)
(-127.29493129021932, 152.96078081592793)
(-138.12076484890613, 143.26079127784115)
(-148.20966436601265, 132.7964434332256)
(-157.5078011974216, 121.62356910547196)
(-165.9655657600857, 109.80178041331878)
(-173.53783222061773, 97.39415171440601)
(-180.18419926113623, 84.46688307628712)
(-185.86920563777707, 71.08894707042535)
(-190.56251938177277, 57.331720773682314)
(-194.2390996336295, 43.2686049407298)
(-196.87933024694695, 28.97463237926587)
(-198.46912444904677, 14.526067617520603)
(-199.0, 2.437047130303233e-14)
(-198.46912444904677, -14.526067617520642)
(-196.87933024694692, -28.974632379266083)
(-194.2390996336295, -43.268604940729844)
(-190.56251938177277, -57.33172077368227)
(-185.86920563777704, -71.08894707042548)
(-180.18419926113614, -84.46688307628732)
(-173.5378322206177, -97.39415171440604)
(-165.9655657600857, -109.80178041331872)
(-157.50780119742151, -121.62356910547207)
(-148.2096643660125, -132.79644343322573)
(-138.1207648489061, -143.26079127784118)
(-127.29493129021942, -152.96078081592785)
(-115.78992419603263, -161.8446584063775)
(-103.66712775709807, -169.86502471843198)
(-90.99122233762294, -176.9790876276213)
(-77.82983937754102, -183.14889053026275)
(-64.2532005495177, -188.3415148583643)
(-50.33374309594431, -192.52925571442765)
(-36.145733344907974, -195.68976968906372)
(-21.764870467197053, -197.80619407274924)
(-7.267882588474091, -198.86723682567765)
(7.267882588474194, -198.86723682567765)
(21.764870467197156, -197.8061940727492)
(36.1457333449079, -195.68976968906375)
(50.333743095944584, -192.5292557144276)
(64.25320054951797, -188.3415148583642)
(77.82983937754095, -183.14889053026278)
(90.99122233762304, -176.97908762762128)
(103.66712775709817, -169.86502471843193)
(115.78992419603271, -161.84465840637745)
(127.2949312902195, -152.96078081592776)
(138.1207648489062, -143.26079127784112)
(148.20966436601267, -132.79644343322553)
(157.5078011974216, -121.62356910547199)
(165.96556576008567, -109.8017804133188)
(173.5378322206177, -97.39415171440602)
(180.1841992611362, -84.46688307628715)
(185.8692056377771, -71.0889470704253)
(190.56251938177286, -57.33172077368208)
(194.23909963362954, -43.268604940729745)
(196.87933024694692, -28.97463237926598)
(198.46912444904677, -14.52606761752054)
(212.0, 0.0)
(211.48357865508274, 14.788372433754564)
(209.93683057321292, 29.50469740353387)
(207.3672913555668, 44.07727845336498)
(203.7874795389236, 58.43511943320382)
(199.21483560661258, 72.50827038504177)
(193.67163702023137, 86.22816833206964)
(187.18488968609253, 99.52797131060885)
(179.7861963851623, 112.34288401743945)
(171.51160280748886, 124.61047348600431)
(162.40142194122333, 136.27097325354632)
(152.50003767179405, 147.2675745373074)
(141.85568854807795, 157.5467030012076)
(130.52023276903955, 167.05827976462507)
(118.54889553579832, 175.75596538166886)
(106.00000000000003, 183.597385602301)
(92.93468311928441, 190.5443378154234)
(79.41659780417334, 196.56297716815894)
(65.51160280748886, 201.62398145457254)
(51.287441867129544, 205.70269397051126)
(36.81341366538925, 208.7792436385881)
(22.160034212742534, 210.83864181807394)
(7.398693300930229, 211.8708553280483)
(-7.398693300930202, 211.8708553280483)
(-22.160034212742552, 210.83864181807394)
(-36.81341366538923, 208.7792436385881)
(-51.28744186712957, 205.70269397051126)
(-65.51160280748884, 201.62398145457257)
(-79.41659780417336, 196.56297716815894)
(-92.93468311928443, 190.54433781542338)
(-105.99999999999996, 183.59738560230102)
(-118.5488955357983, 175.75596538166886)
(-130.52023276903955, 167.05827976462507)
(-141.85568854807795, 157.5467030012076)
(-152.50003767179408, 147.26757453730738)
(-162.4014219412233, 136.27097325354637)
(-171.51160280748883, 124.61047348600432)
(-179.7861963851623, 112.34288401743945)
(-187.18488968609253, 99.52797131060883)
(-193.67163702023137, 86.22816833206969)
(-199.21483560661255, 72.5082703850418)
(-203.7874795389236, 58.43511943320384)
(-207.3672913555668, 44.077278453364976)
(-209.93683057321292, 29.50469740353385)
(-211.48357865508274, 14.788372433754612)
(-212.0, 2.596251214192389e-14)
(-211.48357865508274, -14.788372433754558)
(-209.9368305732129, -29.50469740353389)
(-207.36729135556678, -44.07727845336502)
(-203.7874795389236, -58.43511943320379)
(-199.21483560661258, -72.50827038504175)
(-193.67163702023137, -86.22816833206964)
(-187.1848896860925, -99.52797131060886)
(-179.78619638516233, -112.34288401743942)
(-171.51160280748886, -124.61047348600428)
(-162.40142194122333, -136.27097325354632)
(-152.50003767179402, -147.2675745373074)
(-141.85568854807792, -157.5467030012076)
(-130.52023276903952, -167.0582797646251)
(-118.54889553579827, -175.75596538166886)
(-106.0000000000001, -183.59738560230096)
(-92.93468311928449, -190.54433781542338)
(-79.4165978041734, -196.5629771681589)
(-65.51160280748888, -201.62398145457254)
(-51.28744186712957, -205.70269397051126)
(-36.81341366538923, -208.7792436385881)
(-22.160034212742513, -210.83864181807397)
(-7.398693300930161, -211.8708553280483)
(7.3986933009302716, -211.8708553280483)
(22.16003421274243, -210.83864181807397)
(36.813413665389156, -208.77924363858813)
(51.287441867129495, -205.70269397051126)
(65.51160280748881, -201.62398145457257)
(79.41659780417334, -196.56297716815894)
(92.93468311928441, -190.5443378154234)
(106.00000000000003, -183.597385602301)
(118.54889553579837, -175.75596538166883)
(130.5202327690396, -167.058279764625)
(141.85568854807786, -157.54670300120765)
(152.500037671794, -147.2675745373075)
(162.4014219412233, -136.2709732535464)
(171.51160280748883, -124.61047348600435)
(179.78619638516227, -112.34288401743946)
(187.18488968609253, -99.52797131060885)
(193.6716370202314, -86.22816833206963)
(199.21483560661258, -72.50827038504174)
(203.7874795389236, -58.435119433203774)
(207.36729135556678, -44.07727845336509)
(209.9368305732129, -29.504697403533967)
(211.48357865508274, -14.788372433754635)
(225.0, 0.0)
(224.49754769020947, 15.028342592652349)
(222.99243483482553, 29.989564959100235)
(220.49138363323203, 44.81684664836312)
(217.00556438723473, 59.443965421039344)
(212.55054561178173, 73.80559301390305)
(207.14622450219647, 87.83758691178633)
(200.81673806847328, 101.47727682362292)
(193.59035533353136, 114.66374458318141)
(185.49935107689606, 127.33809622438392)
(176.5798616876987, 139.4437250160551)
(166.87172377079042, 150.92656428132528)
(156.41829622679452, 161.7353288725341)
(145.26626660073055, 171.82174422314972)
(133.46544256410493, 181.14076195370166)
(121.06852946175886, 189.65076106877933)
(108.13089491700384, 197.3137338465011)
(94.71032154637537, 204.09545559022666)
(80.86674888844038, 209.96563748436057)
(66.66200569926764, 214.89806187155529)
(52.15953381019384, 218.87069934713335)
(37.424104781204235, 221.8658071477564)
(22.521530615422098, 223.87000839491344)
(7.518369826726795, 224.87435183930728)
(-7.518369826726767, 224.87435183930728)
(-22.521530615422122, 223.8700083949134)
(-37.42410478120426, 221.8658071477564)
(-52.15953381019387, 218.87069934713335)
(-66.66200569926767, 214.89806187155529)
(-80.86674888844036, 209.9656374843606)
(-94.71032154637535, 204.0954555902267)
(-108.13089491700384, 197.31373384650112)
(-121.06852946175884, 189.65076106877936)
(-133.46544256410493, 181.14076195370166)
(-145.26626660073055, 171.82174422314972)
(-156.41829622679452, 161.73532887253413)
(-166.87172377079045, 150.92656428132528)
(-176.57986168769872, 139.44372501605508)
(-185.4993510768961, 127.33809622438389)
(-193.59035533353136, 114.6637445831814)
(-200.81673806847328, 101.47727682362289)
(-207.1462245021965, 87.83758691178629)
(-212.55054561178176, 73.805593013903)
(-217.00556438723476, 59.44396542103931)
(-220.49138363323203, 44.81684664836307)
(-222.9924348348255, 29.989564959100278)
(-224.49754769020947, 15.028342592652384)
(-225.0, 2.7554552980815446e-14)
(-224.49754769020947, -15.028342592652328)
(-222.99243483482553, -29.989564959100225)
(-220.49138363323203, -44.81684664836311)
(-217.00556438723473, -59.443965421039344)
(-212.55054561178173, -73.80559301390305)
(-207.14622450219647, -87.83758691178635)
(-200.81673806847328, -101.47727682362293)
(-193.59035533353133, -114.66374458318144)
